%f,%s,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f
n,name,bus,opf_p_mw,sbase,vbase,fbase,droop_p,droop_q,tau_p,vdc,rf1,lf1,cf,rshf,TXR.sbase,TXR.r1,TXR.l1,TXR.r2,TXR.l2,TXR.rm,TXR.lm,kp,ki
,,,,,,,,,,,,,,,,,,,,,,,
