%f,%s,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f
n,name,bus_out,bus_in,sbase,vbase,fbase,rtx,ltx,rse,cse,rsh,csh
1,tx_12,1,2,1.00E+08,2.30E+05,60,0.03,0.7,10,0.3,12,3
