%f,%s,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f,%f
n,name,bus,opf_p_mw,slack,sbase,vbase,fbase,h,kd,droop_q,tau,vdc,rf1,lf1,cf,rshf,TXR.sbase,TXR.r1,TXR.l1,TXR.r2,TXR.l2,TXR.rm,TXR.lm,kp,ki
1,GFMbus2,2,120,0,1.00E+08,4.80E+02,60,0.5,50,0.05,0.001,4000,0.03,0.2,15,1,1.00E+08,0.03,0.12,0.01,0.1,1000,1000,1,10
