%f,%s,%f,%f,%f,%f,%f,%f,%f,%f
n,name,bus,opf_p_mw,slack,sbase,vbase,fbase,r,l
1,infinite_bus,1,0,1,1.00E+08,2.30E+05,60,0.001,0.01
